Short Item No,Business Unit,"Location ",Lot Serial Number,Primary Location,Lot Stat Code,Quantity On Hand,Quantity Backordered,Quantity On P.O.,Quantity On WO/RC,Quantity On other 1,Quantity On Other 2,Quantity on Other PO,Quantity Hard Committed,Qty Soft Committed,Quantity On Future,WO Soft Commit,Qty Hard Committed WO,Quantity In Transit,Quantity In Inspection,Quantity In Operation 1,Quantity In Operation 2,Last Rcpt Date,Secondary Quantity Hard Committed,Secondary Quantity Soft Committed,Secondary Quantity On Hand,Secondary Quantity On WO/RC,Secondary Quantity On Purchase Order,Secondary WO Hard Committed,Secondary WO Soft Commit,Quantity on Project Hard Commit,Quantity on Project Hard Commit,Unique Configuration ID
327101,"         901",F0SS03,758302,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0TT02,757568,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327101,"         901",F0TT02,757580,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327101,"         901",F0TT02,757598,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327101,"         901",F0TT02,757631,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327101,"         901",F0TT02,757668,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327101,"         901",F0TT04,760259,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0TT04,760296,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0TT04,760327,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0TT04,760402,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327101,"         901",F0UU01,758351,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758361,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758373,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758403,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758416,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758435,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758459,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758485,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327101,"         901",F0UU01,758536,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",F0UU01,758575,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",FGPARTIALS,715941,S,,25,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
327101,"         901",FP031,706447,S,,22,,,,,,,,,,,,,,,,11/07/2022,,,,,,,,,,
327101,"         901",SERVICE,1216TC1,S,,1,,,,,,,,,,,,,,,,11/17/2022,,,,,,,,,,
327101,"         901",SERVICE,668636,S,,43,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327101,"         901",TM08,758555,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",TM08,758590,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327101,"         901",TM08,758610,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327814,"         901",PP029,708518,S,,59,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
327815,"         901",FGPAINT,709770,S,,59,,,,,,,,,,,,,,,,10/26/2022,,,,,,,,,,
327815,"         901",PP023,709774,S,,1,,,,,,,,,,,,,,,,10/12/2022,,,,,,,,,,
327943,"         901",F0CC05,750964,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0CC05,750999,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0CC05,751022,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0EE04,746864,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,746878,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,746909,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,746940,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,746994,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,747017,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,747047,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,747060,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,747077,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,747096,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE04,747110,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0EE05,741127,S,,60,,,,,,,,,,,,,,,,12/01/2022,,,,,,,,,,
327943,"         901",F0EE05,741474,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0EE05,741504,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0FF05,741546,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0FF05,741585,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0FF05,741588,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0FF05,760173,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760201,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760232,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760266,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760303,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760326,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760377,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF05,760409,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF06,760442,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF06,760472,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0FF06,760494,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327943,"         901",F0GG02,747123,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0GG02,747133,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0GG02,747156,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327943,"         901",F0GG02,747351,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747355,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747368,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747381,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747394,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747407,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747419,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG02,747437,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327943,"         901",F0GG06,749858,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327943,"         901",F0GG06,749890,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327943,"         901",F0GG06,749935,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327943,"         901",F0GG06,750049,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327943,"         901",F0HH02,741412,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0HH02,741433,S,,60,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
327943,"         901",F0HH02,750230,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327943,"         901",F0HH02,750239,S,,60,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
327943,"         901",F0HH02,750521,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH02,750537,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH02,750561,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH02,750591,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH02,750607,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH02,750621,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH02,750637,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0HH04,741203,S,,60,,,,,,,,,,,,,,,,12/01/2022,,,,,,,,,,
327943,"         901",F0HH04,759016,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759070,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759117,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759195,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759210,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759221,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759234,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759244,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759252,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759281,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH04,759297,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH05,759305,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH05,759330,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0HH05,759361,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327943,"         901",F0II01,751049,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327943,"         901",F0II01,751061,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327943,"         901",F0II01,751073,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327943,"         901",F0II01,751086,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327943,"         901",F0II01,751098,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327943,"         901",SERVICE,722166,S,,54,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327943,"         901",TM05,750704,S,,60,,,,,,,,,,,,,,,,12/15/2022,,,,,,,,,,
327944,"         901",F0AA01,755062,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327944,"         901",F0AA01,755085,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327944,"         901",F0AA01,755133,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327944,"         901",F0AA01,755161,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327944,"         901",F0AA01,755201,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327944,"         901",F0AA01,756506,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA01,757168,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA02,756384,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756405,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756430,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756459,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756482,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756561,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756598,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,756618,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0AA02,757209,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA02,757254,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA02,757273,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA06,757330,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA06,757366,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA06,757412,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0AA06,757447,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",F0CC01,756661,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756712,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756719,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756742,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756754,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756766,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756787,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756797,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756810,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756827,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0CC01,756842,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327944,"         901",F0DD03,746495,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,746518,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,746538,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,746570,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,746591,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,747013,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,747025,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,747121,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,747136,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",F0DD03,747158,S,,60,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
327944,"         901",FP030,740891,S,,58,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
327944,"         901",PP037,757516,S,,24,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327944,"         901",SERVICE,741106,S,,56,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327944,"         901",TM04,757154,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327945,"         901",SERVICE,6241101,S,,1,,,,,,,,,,,,,,,,05/20/2022,,,,,,,,,,
327987,"         901",F0FF01,753541,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0FF01,754890,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327987,"         901",F0FF01,757182,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327987,"         901",F0FF01,757222,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327987,"         901",F0FF01,757255,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327987,"         901",F0GG04,751729,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327987,"         901",F0GG04,751757,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327987,"         901",F0GG04,751779,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327987,"         901",F0GG04,751797,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327987,"         901",F0GG04,751812,S,,60,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
327987,"         901",F0GG04,752472,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
327987,"         901",F0GG04,752566,S,,60,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
327987,"         901",F0GG04,756413,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG04,756451,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG04,756473,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG04,756495,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG05,756557,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG05,756721,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG05,756763,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG05,756799,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG05,756820,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0GG05,756858,S,,60,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
327987,"         901",F0HH01,758827,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327987,"         901",F0II04,754527,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754548,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754555,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754573,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754599,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754606,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754614,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0II04,754927,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327987,"         901",F0II04,755000,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327987,"         901",F0II04,755036,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327987,"         901",F0II04,755079,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327987,"         901",F0II06,753559,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753594,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753632,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753696,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753724,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753743,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753754,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753782,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753801,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753819,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0II06,753833,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0JJ01,753862,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327987,"         901",F0JJ01,754092,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754110,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754136,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754178,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754218,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754266,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754327,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754352,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754384,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ01,754420,S,,60,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
327987,"         901",F0JJ04,755180,S,,60,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
327987,"         901",FGOF,744328LS,S,,2,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
327987,"         901",SERVICE,744328,S,,53,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
327987,"         901",TM05,753337,S,,60,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
327988,"         901",F0AA05,760297,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327988,"         901",F0AA05,760334,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327988,"         901",F0AA05,760477,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327988,"         901",F0BB03,757932,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB03,757984,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB03,758044,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB03,758120,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB03,758177,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB03,758220,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB03,758793,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0BB03,758855,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0BB03,759110,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0BB04,748839,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
327988,"         901",F0BB04,748888,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
327988,"         901",F0BB04,748975,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
327988,"         901",F0BB04,749036,S,,60,,,,,,,,,,,,,,,,12/13/2022,,,,,,,,,,
327988,"         901",F0BB04,757649,S,,60,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
327988,"         901",F0BB04,757736,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB04,757747,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB04,757773,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB04,757813,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0BB04,760177,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327988,"         901",F0CC06,747546,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747589,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747600,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747611,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747620,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747629,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747661,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0CC06,747679,S,,60,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
327988,"         901",F0DD04,758496,S,,60,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
327988,"         901",F0DD04,759203,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,759215,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,759233,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,759246,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,759272,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,759300,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,759342,S,,60,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
327988,"         901",F0DD04,760223,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327988,"         901",F0DD04,760394,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
327988,"         901",F0DD04,760434,S,,60,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
